timestamp,vm_id,host_id,cpu_demand,ram_demand,status
2025-06-01 01:00:00,vm_6,2,3.21,8.21,active
2025-06-01 01:00:00,vm_7,9,3.33,3.85,idle
2025-06-01 01:00:00,vm_8,4,3.35,4.31,active
2025-06-01 01:00:00,vm_9,6,2.24,5.03,off
2025-06-01 01:00:00,vm_10,16,2.42,4.07,idle
2025-06-01 01:00:00,vm_11,7,2.7,4.73,idle
2025-06-01 01:00:00,vm_12,12,3.52,1.0,idle
2025-06-01 01:00:00,vm_13,15,2.02,3.37,idle
2025-06-01 01:00:00,vm_14,7,2.53,5.97,active
2025-06-01 01:00:00,vm_15,12,1.86,6.76,active
2025-06-01 01:00:00,vm_16,2,4.51,4.92,active
2025-06-01 01:00:00,vm_17,7,1.5,5.32,off
2025-06-01 01:00:00,vm_18,18,3.25,1.06,active
2025-06-01 01:00:00,vm_19,5,2.27,3.76,active
2025-06-01 01:00:00,vm_20,13,4.75,4.0,idle
2025-06-01 01:00:00,vm_21,9,2.51,3.04,active
2025-06-01 01:00:00,vm_22,6,3.11,6.09,active
2025-06-01 01:00:00,vm_23,3,2.16,1.96,active
2025-06-01 01:00:00,vm_24,4,2.3,1.86,idle
2025-06-01 01:00:00,vm_25,17,2.5,5.65,idle
2025-06-01 01:00:00,vm_26,10,1.39,4.5,active
2025-06-01 01:00:00,vm_27,2,3.29,1.0,active
2025-06-01 01:00:00,vm_28,4,3.15,4.66,active
2025-06-01 01:00:00,vm_29,17,3.41,3.95,active
2025-06-01 01:00:00,vm_30,19,1.92,5.27,active
2025-06-01 01:00:00,vm_31,9,1.73,1.98,active
2025-06-01 01:00:00,vm_32,16,2.44,4.91,active
2025-06-01 01:00:00,vm_33,8,2.75,5.76,idle
2025-06-01 01:00:00,vm_34,8,2.83,7.57,active
2025-06-01 01:00:00,vm_35,6,3.62,3.04,idle
2025-06-01 01:00:00,vm_36,19,1.42,5.49,active
2025-06-01 01:00:00,vm_37,9,4.32,1.14,active
2025-06-01 01:00:00,vm_38,12,0.99,6.36,active
2025-06-01 01:00:00,vm_39,11,3.44,3.3,active
2025-06-01 01:00:00,vm_40,11,2.42,4.02,active
2025-06-01 01:00:00,vm_41,2,1.77,4.69,active
2025-06-01 01:00:00,vm_42,5,3.5,4.65,active
2025-06-01 01:00:00,vm_43,6,2.68,3.75,active
2025-06-01 01:00:00,vm_44,10,0.98,5.62,active
2025-06-01 01:00:00,vm_45,12,2.06,2.72,active
2025-06-01 01:00:00,vm_46,11,0.5,1.0,off
2025-06-01 01:00:00,vm_47,10,2.68,2.7,idle
2025-06-01 01:00:00,vm_48,11,3.7,3.57,active
2025-06-01 01:00:00,vm_49,0,2.36,4.41,active
2025-06-01 01:00:00,vm_50,7,1.95,5.08,active
2025-06-01 01:00:00,vm_51,13,3.35,7.21,active
2025-06-01 01:00:00,vm_52,14,2.13,4.4,active
2025-06-01 01:00:00,vm_53,15,3.48,1.08,active
2025-06-01 01:00:00,vm_54,0,2.51,3.61,active
2025-06-01 01:00:00,vm_55,8,3.26,2.45,active
2025-06-01 01:00:00,vm_56,7,1.5,3.09,active
2025-06-01 01:00:00,vm_57,3,3.41,5.49,active
2025-06-01 01:00:00,vm_58,13,3.74,2.8,active
2025-06-01 01:00:00,vm_59,11,2.37,3.5,active
2025-06-01 01:00:00,vm_60,8,3.13,5.37,active
2025-06-01 01:00:00,vm_61,4,1.88,2.65,active
2025-06-01 01:00:00,vm_62,0,2.6,3.05,off
2025-06-01 01:00:00,vm_63,0,3.11,4.15,active
2025-06-01 01:00:00,vm_64,7,3.0,4.18,idle
2025-06-01 01:00:00,vm_65,7,1.73,2.84,active
2025-06-01 01:00:00,vm_66,6,2.32,2.82,active
2025-06-01 01:00:00,vm_67,8,2.73,2.65,active
2025-06-01 01:00:00,vm_68,14,1.5,5.27,active
2025-06-01 01:00:00,vm_69,13,3.41,8.78,off
2025-06-01 01:00:00,vm_70,2,1.83,3.82,active
2025-06-01 01:00:00,vm_71,7,2.57,1.4,active
2025-06-01 01:00:00,vm_72,7,4.33,3.91,idle
2025-06-01 01:00:00,vm_73,9,3.59,6.14,active
2025-06-01 01:00:00,vm_74,14,3.04,1.06,idle
2025-06-01 01:00:00,vm_75,2,1.63,4.12,active
2025-06-01 01:00:00,vm_76,10,2.79,4.24,active
2025-06-01 01:00:00,vm_77,16,1.93,6.79,active
2025-06-01 01:00:00,vm_78,14,3.68,3.26,active
2025-06-01 01:00:00,vm_79,6,5.44,2.55,active
2025-06-01 01:00:00,vm_80,6,1.92,4.1,off
2025-06-01 01:00:00,vm_81,9,2.17,1.09,active
2025-06-01 01:00:00,vm_82,2,2.85,2.98,idle
2025-06-01 01:00:00,vm_83,2,2.61,3.59,active
2025-06-01 01:00:00,vm_84,9,1.76,3.8,idle
2025-06-01 01:00:00,vm_85,8,3.14,1.0,off
2025-06-01 01:00:00,vm_86,0,3.82,6.94,active
2025-06-01 01:00:00,vm_87,2,3.75,3.5,active
2025-06-01 01:00:00,vm_88,10,1.35,6.05,active
2025-06-01 01:00:00,vm_89,4,2.06,5.53,active
2025-06-01 01:00:00,vm_90,11,0.82,4.74,active
2025-06-01 01:00:00,vm_91,14,2.84,5.06,active
2025-06-01 01:00:00,vm_92,2,1.42,5.98,active
2025-06-01 01:00:00,vm_93,9,2.88,7.47,idle
2025-06-01 01:00:00,vm_94,14,3.12,2.49,active
2025-06-01 01:00:00,vm_95,15,2.68,6.55,active
2025-06-01 01:00:00,vm_96,0,3.39,6.63,active
2025-06-01 01:00:00,vm_97,1,2.7,3.59,active
2025-06-01 01:00:00,vm_98,9,2.52,3.21,off
2025-06-01 01:00:00,vm_99,8,3.22,5.3,active
2025-06-01 02:00:00,vm_0,17,2.48,4.09,off
2025-06-01 02:00:00,vm_1,18,3.98,5.83,off
2025-06-01 02:00:00,vm_2,13,2.71,5.88,active
2025-06-01 02:00:00,vm_3,1,2.34,4.3,off
2025-06-01 02:00:00,vm_4,1,2.0,1.0,off
2025-06-01 02:00:00,vm_5,9,2.95,4.37,active
2025-06-01 02:00:00,vm_6,2,2.67,5.33,off
2025-06-01 02:00:00,vm_7,9,2.67,6.18,active
2025-06-01 02:00:00,vm_8,4,3.19,5.68,active
2025-06-01 02:00:00,vm_9,6,4.99,2.17,active
2025-06-01 02:00:00,vm_10,16,3.22,6.33,active
2025-06-01 02:00:00,vm_11,7,4.1,7.17,active
2025-06-01 02:00:00,vm_12,12,2.14,4.49,active
2025-06-01 02:00:00,vm_13,15,1.58,3.11,active
2025-06-01 02:00:00,vm_14,7,2.43,4.8,active
2025-06-01 02:00:00,vm_15,12,2.59,4.26,active
2025-06-01 02:00:00,vm_16,2,2.81,3.84,active
2025-06-01 02:00:00,vm_17,7,2.78,3.44,active
2025-06-01 02:00:00,vm_18,18,5.16,3.82,active
2025-06-01 02:00:00,vm_19,5,0.89,2.49,off
2025-06-01 02:00:00,vm_20,13,1.22,3.89,active
2025-06-01 02:00:00,vm_21,9,2.05,1.0,off
2025-06-01 02:00:00,vm_22,6,2.18,1.1,active
2025-06-01 02:00:00,vm_23,3,4.78,2.16,active
2025-06-01 02:00:00,vm_24,4,2.02,1.08,active
2025-06-01 02:00:00,vm_25,17,4.91,2.58,active
2025-06-01 02:00:00,vm_26,10,4.21,6.21,active
2025-06-01 02:00:00,vm_27,2,2.27,1.99,active
2025-06-01 02:00:00,vm_28,4,2.82,6.95,active
2025-06-01 02:00:00,vm_29,17,2.78,2.15,active
2025-06-01 02:00:00,vm_30,19,2.88,6.22,active
2025-06-01 02:00:00,vm_31,9,3.15,7.68,off
2025-06-01 02:00:00,vm_32,16,2.64,1.0,active
2025-06-01 02:00:00,vm_33,8,3.04,5.37,active
2025-06-01 02:00:00,vm_34,8,1.09,3.45,off
2025-06-01 02:00:00,vm_35,6,1.93,7.91,active
2025-06-01 02:00:00,vm_36,19,2.17,4.99,idle
2025-06-01 02:00:00,vm_37,9,1.43,4.9,active
2025-06-01 02:00:00,vm_38,12,2.7,4.16,idle
2025-06-01 02:00:00,vm_39,11,2.49,5.3,active
2025-06-01 02:00:00,vm_40,11,3.76,4.58,active
2025-06-01 02:00:00,vm_41,2,3.54,3.92,active
2025-06-01 02:00:00,vm_42,5,1.72,4.95,active
2025-06-01 02:00:00,vm_43,6,0.58,2.82,active
2025-06-01 02:00:00,vm_44,10,4.66,2.67,active
2025-06-01 02:00:00,vm_45,12,3.44,5.06,active
2025-06-01 02:00:00,vm_46,11,1.22,4.04,active
2025-06-01 02:00:00,vm_47,10,2.51,4.41,idle
2025-06-01 02:00:00,vm_48,11,3.86,3.45,idle
2025-06-01 02:00:00,vm_49,0,1.11,5.1,active
2025-06-01 02:00:00,vm_50,7,2.54,6.29,active
2025-06-01 02:00:00,vm_51,13,2.23,1.0,active
2025-06-01 02:00:00,vm_52,14,2.12,4.8,active
2025-06-01 02:00:00,vm_53,15,2.16,4.34,off
2025-06-01 02:00:00,vm_54,0,2.19,4.87,active
2025-06-01 02:00:00,vm_55,8,3.8,6.1,idle
2025-06-01 02:00:00,vm_56,7,2.55,6.45,active
2025-06-01 02:00:00,vm_57,3,1.93,2.38,active
2025-06-01 02:00:00,vm_58,13,1.18,7.53,active
2025-06-01 02:00:00,vm_59,11,2.58,3.17,active
2025-06-01 02:00:00,vm_60,8,0.9,3.41,idle
2025-06-01 02:00:00,vm_61,4,3.52,7.07,idle
2025-06-01 02:00:00,vm_62,0,2.88,1.5,active
2025-06-01 02:00:00,vm_63,0,2.63,4.78,idle
2025-06-01 02:00:00,vm_64,7,1.91,4.53,active
2025-06-01 02:00:00,vm_65,7,0.5,2.11,active
2025-06-01 02:00:00,vm_66,6,2.35,2.45,active
2025-06-01 02:00:00,vm_67,8,1.45,2.94,off
2025-06-01 02:00:00,vm_68,14,2.43,3.18,active
2025-06-01 02:00:00,vm_69,13,2.36,6.45,active
2025-06-01 02:00:00,vm_70,2,1.82,4.13,idle
2025-06-01 02:00:00,vm_71,7,2.81,1.99,active
2025-06-01 02:00:00,vm_72,7,2.09,4.89,active
2025-06-01 02:00:00,vm_73,9,1.91,2.53,idle
2025-06-01 02:00:00,vm_74,14,1.79,3.85,active
2025-06-01 02:00:00,vm_75,2,1.01,1.91,active
2025-06-01 02:00:00,vm_76,10,1.87,5.8,active
2025-06-01 02:00:00,vm_77,16,4.74,1.51,active
2025-06-01 02:00:00,vm_78,14,2.38,6.92,active
2025-06-01 02:00:00,vm_79,6,2.79,2.88,active
2025-06-01 02:00:00,vm_80,6,3.47,5.47,active
2025-06-01 02:00:00,vm_81,9,1.67,8.2,active
2025-06-01 02:00:00,vm_82,2,3.45,6.82,active
2025-06-01 02:00:00,vm_83,2,1.53,7.36,active
2025-06-01 02:00:00,vm_84,9,3.45,5.35,active
2025-06-01 02:00:00,vm_85,8,4.1,2.58,off
2025-06-01 02:00:00,vm_86,0,1.11,3.95,active
2025-06-01 02:00:00,vm_87,2,1.46,2.37,active
2025-06-01 02:00:00,vm_88,10,3.57,1.94,active
2025-06-01 02:00:00,vm_89,4,2.57,3.08,active
2025-06-01 02:00:00,vm_90,11,2.43,4.65,active
2025-06-01 02:00:00,vm_91,14,1.78,2.97,active
2025-06-01 02:00:00,vm_92,2,2.9,2.8,active
2025-06-01 02:00:00,vm_93,9,2.67,2.87,active
2025-06-01 02:00:00,vm_94,14,3.53,1.89,active
2025-06-01 02:00:00,vm_95,15,2.62,1.25,active
2025-06-01 02:00:00,vm_96,0,1.58,5.21,active
2025-06-01 02:00:00,vm_97,1,0.5,6.61,active
2025-06-01 02:00:00,vm_98,9,3.17,1.0,active
2025-06-01 02:00:00,vm_99,8,2.11,3.63,off
2025-06-01 03:00:00,vm_0,17,1.13,3.32,active
2025-06-01 03:00:00,vm_1,18,3.9,1.38,active
2025-06-01 03:00:00,vm_2,13,1.74,3.43,off
2025-06-01 03:00:00,vm_3,1,4.07,4.02,active
2025-06-01 03:00:00,vm_4,1,3.05,3.09,active
2025-06-01 03:00:00,vm_5,9,2.68,2.16,active
2025-06-01 03:00:00,vm_6,2,2.53,3.83,active
2025-06-01 03:00:00,vm_7,9,3.63,5.5,active
2025-06-01 03:00:00,vm_8,4,2.32,5.1,active
2025-06-01 03:00:00,vm_9,6,1.98,1.63,active
2025-06-01 03:00:00,vm_10,16,2.6,3.96,idle
2025-06-01 03:00:00,vm_11,7,1.64,1.35,off
2025-06-01 03:00:00,vm_12,12,3.12,5.75,active
2025-06-01 03:00:00,vm_13,15,1.91,6.91,active
2025-06-01 03:00:00,vm_14,7,2.28,4.83,active
2025-06-01 03:00:00,vm_15,12,2.59,3.85,active
2025-06-01 03:00:00,vm_16,2,1.91,10.32,active
2025-06-01 03:00:00,vm_17,7,3.5,4.69,active
2025-06-01 03:00:00,vm_18,18,0.5,2.32,active
2025-06-01 03:00:00,vm_19,5,3.55,1.49,off
2025-06-01 03:00:00,vm_20,13,3.71,5.02,active
2025-06-01 03:00:00,vm_21,9,3.04,1.0,active
2025-06-01 03:00:00,vm_22,6,3.03,3.67,active
2025-06-01 03:00:00,vm_23,3,1.83,1.0,active
2025-06-01 03:00:00,vm_24,4,1.94,5.27,off
2025-06-01 03:00:00,vm_25,17,2.59,4.9,idle
2025-06-01 03:00:00,vm_26,10,3.23,4.81,off
2025-06-01 03:00:00,vm_27,2,3.59,3.34,active
2025-06-01 03:00:00,vm_28,4,1.28,2.6,active
2025-06-01 03:00:00,vm_29,17,0.5,6.3,idle
2025-06-01 03:00:00,vm_30,19,3.85,5.57,idle
2025-06-01 03:00:00,vm_31,9,4.3,2.77,active
2025-06-01 03:00:00,vm_32,16,2.1,4.09,idle
2025-06-01 03:00:00,vm_33,8,2.18,6.09,active
2025-06-01 03:00:00,vm_34,8,2.65,6.16,idle
2025-06-01 03:00:00,vm_35,6,1.77,4.64,active
2025-06-01 03:00:00,vm_36,19,1.97,4.76,active
2025-06-01 03:00:00,vm_37,9,1.2,5.95,active
2025-06-01 03:00:00,vm_38,12,2.46,1.0,idle
2025-06-01 03:00:00,vm_39,11,2.05,6.25,active
2025-06-01 03:00:00,vm_40,11,2.8,6.13,off
2025-06-01 03:00:00,vm_41,2,2.69,2.83,off
2025-06-01 03:00:00,vm_42,5,2.31,5.7,idle
2025-06-01 03:00:00,vm_43,6,3.49,4.52,active
2025-06-01 03:00:00,vm_44,10,2.61,2.2,off
2025-06-01 03:00:00,vm_45,12,2.6,5.6,active
2025-06-01 03:00:00,vm_46,11,1.55,1.77,idle
2025-06-01 03:00:00,vm_47,10,2.62,4.86,active
2025-06-01 03:00:00,vm_48,11,1.96,4.03,idle
2025-06-01 03:00:00,vm_49,0,1.83,5.08,active
2025-06-01 03:00:00,vm_50,7,3.54,6.29,idle
2025-06-01 03:00:00,vm_51,13,1.33,4.17,active
2025-06-01 03:00:00,vm_52,14,2.02,5.94,active
2025-06-01 03:00:00,vm_53,15,0.5,5.09,active
2025-06-01 03:00:00,vm_54,0,2.61,6.55,active
2025-06-01 03:00:00,vm_55,8,2.45,4.51,active
2025-06-01 03:00:00,vm_56,7,2.16,3.45,off
2025-06-01 03:00:00,vm_57,3,2.57,2.86,active
2025-06-01 03:00:00,vm_58,13,1.62,4.61,active
2025-06-01 03:00:00,vm_59,11,1.83,2.76,idle
2025-06-01 03:00:00,vm_60,8,2.36,4.34,active
2025-06-01 03:00:00,vm_61,4,3.09,4.01,active
2025-06-01 03:00:00,vm_62,0,2.78,3.82,active
2025-06-01 03:00:00,vm_63,0,3.33,4.82,active
2025-06-01 03:00:00,vm_64,7,0.5,2.04,off
2025-06-01 03:00:00,vm_65,7,2.36,5.35,active
2025-06-01 03:00:00,vm_66,6,1.68,3.13,idle
2025-06-01 03:00:00,vm_67,8,2.72,4.63,idle
2025-06-01 03:00:00,vm_68,14,3.82,5.86,active
2025-06-01 03:00:00,vm_69,13,2.27,7.58,idle
2025-06-01 03:00:00,vm_70,2,2.82,7.78,active
2025-06-01 03:00:00,vm_71,7,3.76,4.62,active
2025-06-01 03:00:00,vm_72,7,3.56,2.48,active
2025-06-01 03:00:00,vm_73,9,2.25,1.87,active
2025-06-01 03:00:00,vm_74,14,4.01,1.0,idle
2025-06-01 03:00:00,vm_75,2,1.21,6.28,active
2025-06-01 03:00:00,vm_76,10,1.83,4.87,active
2025-06-01 03:00:00,vm_77,16,1.61,1.0,idle
2025-06-01 03:00:00,vm_78,14,3.89,4.64,active
2025-06-01 03:00:00,vm_79,6,2.46,2.73,active
2025-06-01 03:00:00,vm_80,6,2.73,2.33,off
2025-06-01 03:00:00,vm_81,9,3.88,5.33,idle
2025-06-01 03:00:00,vm_82,2,2.48,1.0,active
2025-06-01 03:00:00,vm_83,2,0.5,5.23,active
2025-06-01 03:00:00,vm_84,9,4.16,1.36,active
2025-06-01 03:00:00,vm_85,8,0.9,3.51,active
2025-06-01 03:00:00,vm_86,0,1.06,3.57,active
2025-06-01 03:00:00,vm_87,2,4.67,5.13,active
2025-06-01 03:00:00,vm_88,10,1.01,1.02,idle
2025-06-01 03:00:00,vm_89,4,0.5,8.98,active
2025-06-01 03:00:00,vm_90,11,2.72,7.0,active
2025-06-01 03:00:00,vm_91,14,2.14,1.38,active
2025-06-01 03:00:00,vm_92,2,3.58,2.22,active
2025-06-01 03:00:00,vm_93,9,2.14,1.0,active
2025-06-01 03:00:00,vm_94,14,3.52,4.02,idle
2025-06-01 03:00:00,vm_95,15,2.25,2.8,idle
2025-06-01 03:00:00,vm_96,0,1.79,3.05,active
2025-06-01 03:00:00,vm_97,1,2.95,4.83,active
2025-06-01 03:00:00,vm_98,9,2.54,6.16,active
2025-06-01 03:00:00,vm_99,8,0.67,1.91,active
2025-06-01 04:00:00,vm_0,17,2.55,6.13,active
2025-06-01 04:00:00,vm_1,18,2.6,4.83,active
2025-06-01 04:00:00,vm_2,13,0.5,4.2,active
2025-06-01 04:00:00,vm_3,1,3.34,3.78,active
2025-06-01 04:00:00,vm_4,1,3.52,3.46,active
2025-06-01 04:00:00,vm_5,9,1.55,6.11,active
2025-06-01 04:00:00,vm_6,2,2.46,5.04,active
2025-06-01 04:00:00,vm_7,9,2.82,2.94,off
2025-06-01 04:00:00,vm_8,4,2.84,4.91,off
2025-06-01 04:00:00,vm_9,6,3.99,3.64,active
2025-06-01 04:00:00,vm_10,16,2.48,7.21,active
2025-06-01 04:00:00,vm_11,7,3.96,5.95,idle
2025-06-01 04:00:00,vm_12,12,3.36,7.31,active
2025-06-01 04:00:00,vm_13,15,2.78,4.05,active
2025-06-01 04:00:00,vm_14,7,1.11,1.63,off
2025-06-01 04:00:00,vm_15,12,1.97,4.28,active
2025-06-01 04:00:00,vm_16,2,4.17,4.4,active
2025-06-01 04:00:00,vm_17,7,3.58,1.04,idle
2025-06-01 04:00:00,vm_18,18,3.08,6.04,active
2025-06-01 04:00:00,vm_19,5,3.62,6.26,active
2025-06-01 04:00:00,vm_20,13,4.35,6.39,active
2025-06-01 04:00:00,vm_21,9,2.22,6.48,active
2025-06-01 04:00:00,vm_22,6,2.94,1.53,active
2025-06-01 04:00:00,vm_23,3,2.66,4.55,active
2025-06-01 04:00:00,vm_24,4,2.04,5.51,active
2025-06-01 04:00:00,vm_25,17,3.42,3.13,active
2025-06-01 04:00:00,vm_26,10,4.58,4.36,active
2025-06-01 04:00:00,vm_27,2,2.11,5.45,off
2025-06-01 04:00:00,vm_28,4,2.46,7.08,active
2025-06-01 04:00:00,vm_29,17,3.25,4.72,active
2025-06-01 04:00:00,vm_30,19,1.56,4.44,active
2025-06-01 04:00:00,vm_31,9,0.51,2.73,active
2025-06-01 04:00:00,vm_32,16,2.05,4.55,idle
2025-06-01 04:00:00,vm_33,8,2.42,6.31,active
2025-06-01 04:00:00,vm_34,8,1.25,5.36,active
2025-06-01 04:00:00,vm_35,6,2.01,3.12,active
2025-06-01 04:00:00,vm_36,19,2.23,2.51,active
2025-06-01 04:00:00,vm_37,9,3.0,2.32,active
2025-06-01 04:00:00,vm_38,12,2.82,1.75,idle
2025-06-01 04:00:00,vm_39,11,3.39,5.89,active
2025-06-01 04:00:00,vm_40,11,2.38,3.54,active
2025-06-01 04:00:00,vm_41,2,1.45,2.6,off
2025-06-01 04:00:00,vm_42,5,1.62,2.79,idle
2025-06-01 04:00:00,vm_43,6,1.44,5.82,active
2025-06-01 04:00:00,vm_44,10,2.44,5.26,idle
2025-06-01 04:00:00,vm_45,12,1.59,5.43,idle
2025-06-01 04:00:00,vm_46,11,2.45,6.14,off
2025-06-01 04:00:00,vm_47,10,3.86,5.34,off
2025-06-01 04:00:00,vm_48,11,1.81,1.58,idle
2025-06-01 04:00:00,vm_49,0,3.04,1.35,active
2025-06-01 04:00:00,vm_50,7,2.34,1.24,active
2025-06-01 04:00:00,vm_51,13,1.3,4.35,active
2025-06-01 04:00:00,vm_52,14,1.45,6.0,active
2025-06-01 04:00:00,vm_53,15,1.93,6.05,active
2025-06-01 04:00:00,vm_54,0,3.37,5.45,idle
2025-06-01 04:00:00,vm_55,8,1.42,6.18,active
2025-06-01 04:00:00,vm_56,7,1.46,6.33,active
2025-06-01 04:00:00,vm_57,3,1.62,6.07,idle
2025-06-01 04:00:00,vm_58,13,4.19,2.17,idle
2025-06-01 04:00:00,vm_59,11,3.29,3.37,active
2025-06-01 04:00:00,vm_60,8,0.98,4.46,active
