timestamp,host_id,n_vms,cpu_used,ram_used,cpu_capacity,ram_capacity,power_consumed
2025-06-01 03:00:00,0,6,13.4,26.89,64,256,245.87
2025-06-01 03:00:00,1,3,10.07,11.94,64,256,215.2
2025-06-01 03:00:00,2,9,23.29,45.13,64,256,315.94
2025-06-01 03:00:00,3,2,4.4,3.86,64,256,172.77
2025-06-01 03:00:00,4,4,7.19,20.69,64,256,194.72
2025-06-01 03:00:00,5,1,2.31,5.7,64,256,175.43
2025-06-01 03:00:00,6,6,14.41,20.32,64,256,254.06
2025-06-01 03:00:00,7,6,19.0,28.26,64,256,282.84
2025-06-01 03:00:00,8,7,13.93,31.15,64,256,247.62
2025-06-01 03:00:00,9,10,29.82,33.1,64,256,360.52
2025-06-01 03:00:00,10,3,5.46,10.75,64,256,192.27
2025-06-01 03:00:00,11,5,10.11,21.81,64,256,217.87
2025-06-01 03:00:00,12,4,10.77,16.2,64,256,215.51
2025-06-01 03:00:00,13,4,8.93,21.38,64,256,212.01
2025-06-01 03:00:00,14,6,19.4,22.84,64,256,282.74
2025-06-01 03:00:00,15,3,4.66,14.8,64,256,190.05
2025-06-01 03:00:00,16,3,6.31,9.05,64,256,188.12
2025-06-01 03:00:00,17,3,4.22,14.52,64,256,177.29
2025-06-01 03:00:00,18,2,4.4,3.7,64,256,179.74
2025-06-01 03:00:00,19,2,5.82,10.33,64,256,186.89
2025-06-01 04:00:00,0,3,7.31,9.02,64,256,205.55
2025-06-01 04:00:00,1,3,10.2,12.0,64,256,220.31
2025-06-01 04:00:00,2,6,16.35,24.52,64,256,271.71
2025-06-01 04:00:00,3,2,4.28,10.62,64,256,179.94
2025-06-01 04:00:00,4,4,9.82,23.28,64,256,218.2
2025-06-01 04:00:00,5,2,5.24,9.05,64,256,192.64
2025-06-01 04:00:00,6,6,18.54,21.21,64,256,286.83
2025-06-01 04:00:00,7,7,18.92,29.61,64,256,274.68
2025-06-01 04:00:00,8,7,11.05,31.17,64,256,220.82
2025-06-01 04:00:00,9,8,16.36,40.39,64,256,271.17
2025-06-01 04:00:00,10,4,12.68,18.74,64,256,238.04
2025-06-01 04:00:00,11,5,12.49,17.11,64,256,242.63
2025-06-01 04:00:00,12,4,9.74,18.77,64,256,218.72
2025-06-01 04:00:00,13,4,10.34,17.11,64,256,228.87
2025-06-01 04:00:00,14,5,11.32,29.79,64,256,226.07
2025-06-01 04:00:00,15,3,7.0,11.41,64,256,193.99
2025-06-01 04:00:00,16,2,4.53,11.76,64,256,178.32
2025-06-01 04:00:00,17,3,9.22,13.98,64,256,219.78
2025-06-01 04:00:00,18,2,5.68,10.87,64,256,189.65
2025-06-01 04:00:00,19,2,3.79,6.95,64,256,177.68
2025-06-01 05:00:00,0,5,9.13,18.4,64,256,211.71
2025-06-01 05:00:00,1,3,8.72,16.09,64,256,197.28
2025-06-01 05:00:00,2,10,25.57,45.29,64,256,334.21
2025-06-01 05:00:00,3,2,5.84,11.81,64,256,190.78
2025-06-01 05:00:00,4,5,9.72,19.08,64,256,217.49
2025-06-01 05:00:00,5,2,5.21,4.63,64,256,183.78
2025-06-01 05:00:00,6,7,18.86,29.75,64,256,276.53
2025-06-01 05:00:00,7,8,18.24,39.75,64,256,280.34
2025-06-01 05:00:00,8,5,8.85,26.34,64,256,207.12
2025-06-01 05:00:00,9,9,17.48,47.56,64,256,282.91
2025-06-01 05:00:00,10,4,13.03,17.13,64,256,247.01
2025-06-01 05:00:00,11,4,12.17,13.03,64,256,234.63
2025-06-01 05:00:00,12,4,10.03,20.5,64,256,227.01
2025-06-01 05:00:00,13,5,15.28,17.32,64,256,248.97
2025-06-01 05:00:00,14,5,12.16,25.36,64,256,234.57
2025-06-01 05:00:00,15,2,1.23,4.57,64,256,160.79
2025-06-01 05:00:00,16,3,5.51,15.07,64,256,181.68
2025-06-01 05:00:00,17,3,11.54,11.84,64,256,229.05
2025-06-01 05:00:00,18,1,3.28,7.34,64,256,176.16
2025-06-01 05:00:00,19,2,5.11,15.09,64,256,186.45
2025-06-01 06:00:00,0,4,11.65,15.28,64,256,232.28
2025-06-01 06:00:00,1,3,5.76,6.07,64,256,191.87
2025-06-01 06:00:00,2,10,24.75,31.36,64,256,326.73
2025-06-01 06:00:00,3,1,2.72,2.44,64,256,177.52
2025-06-01 06:00:00,4,4,11.38,13.97,64,256,230.63
2025-06-01 06:00:00,5,2,4.16,11.37,64,256,183.23
2025-06-01 06:00:00,6,7,20.78,23.34,64,256,293.54
2025-06-01 06:00:00,7,9,29.87,36.28,64,256,368.4
2025-06-01 06:00:00,8,6,15.17,25.92,64,256,257.14
2025-06-01 06:00:00,9,9,22.27,38.26,64,256,305.42
2025-06-01 06:00:00,10,5,8.61,23.02,64,256,212.62
2025-06-01 06:00:00,11,6,17.91,22.4,64,256,276.91
2025-06-01 06:00:00,12,4,10.28,18.91,64,256,221.54
2025-06-01 06:00:00,13,2,4.44,9.11,64,256,184.36
2025-06-01 06:00:00,14,5,12.52,13.76,64,256,236.98
2025-06-01 06:00:00,15,3,5.56,4.21,64,256,188.2
2025-06-01 06:00:00,16,3,7.69,4.85,64,256,207.18
2025-06-01 06:00:00,17,3,4.63,5.98,64,256,178.56
2025-06-01 06:00:00,18,2,7.54,7.31,64,256,198.64
2025-06-01 06:00:00,19,2,3.91,9.92,64,256,179.71
2025-06-01 07:00:00,0,6,20.23,27.74,64,256,293.36
2025-06-01 07:00:00,1,3,6.84,5.13,64,256,188.78
2025-06-01 07:00:00,2,10,26.9,51.11,64,256,337.59
2025-06-01 07:00:00,3,2,4.48,8.57,64,256,188.2
2025-06-01 07:00:00,4,5,10.28,25.77,64,256,219.9
2025-06-01 07:00:00,5,2,3.18,11.85,64,256,177.09
2025-06-01 07:00:00,6,6,16.59,17.17,64,256,264.09
2025-06-01 07:00:00,7,9,25.22,40.85,64,256,321.96
2025-06-01 07:00:00,8,6,15.83,22.61,64,256,259.24
2025-06-01 07:00:00,9,9,19.3,37.04,64,256,278.09
2025-06-01 07:00:00,10,4,10.97,13.59,64,256,227.37
2025-06-01 07:00:00,11,6,14.15,22.68,64,256,249.64
2025-06-01 07:00:00,12,4,8.39,20.37,64,256,210.89
2025-06-01 07:00:00,13,4,9.39,11.13,64,256,217.18
2025-06-01 07:00:00,14,6,15.51,28.35,64,256,264.19
2025-06-01 07:00:00,15,2,3.96,9.19,64,256,183.09
2025-06-01 07:00:00,16,3,5.23,10.65,64,256,185.93
2025-06-01 07:00:00,17,2,3.76,11.81,64,256,177.17
2025-06-01 07:00:00,18,2,3.47,8.44,64,256,177.36
2025-06-01 07:00:00,19,2,3.3,4.29,64,256,169.22
2025-06-01 08:00:00,0,6,17.81,21.84,64,256,270.73
2025-06-01 08:00:00,1,2,4.04,12.75,64,256,175.56
2025-06-01 08:00:00,2,9,23.12,33.36,64,256,310.01
2025-06-01 08:00:00,3,2,3.53,5.53,64,256,172.11
2025-06-01 08:00:00,4,5,11.11,10.82,64,256,231.46
2025-06-01 08:00:00,5,2,6.19,4.87,64,256,189.45
2025-06-01 08:00:00,6,6,10.39,26.08,64,256,222.08
2025-06-01 08:00:00,7,8,21.32,28.35,64,256,294.7
2025-06-01 08:00:00,8,6,13.46,26.96,64,256,232.66
2025-06-01 08:00:00,9,9,19.6,36.63,64,256,288.5
2025-06-01 08:00:00,10,5,11.62,15.58,64,256,222.23
2025-06-01 08:00:00,11,5,13.24,14.12,64,256,233.42
2025-06-01 08:00:00,12,4,8.78,7.99,64,256,215.94
2025-06-01 08:00:00,13,4,11.07,12.71,64,256,229.25
2025-06-01 08:00:00,14,5,8.96,19.92,64,256,211.61
2025-06-01 08:00:00,15,2,6.48,5.49,64,256,190.67
2025-06-01 08:00:00,16,3,7.02,10.49,64,256,204.13
2025-06-01 08:00:00,17,1,0.5,1.0,64,256,153.13
2025-06-01 08:00:00,18,2,7.38,7.25,64,256,205.44
2025-06-01 08:00:00,19,2,3.29,7.5,64,256,180.02
2025-06-01 09:00:00,0,6,17.42,18.94,64,256,273.72
2025-06-01 09:00:00,1,3,8.19,11.02,64,256,206.65
2025-06-01 09:00:00,2,8,20.44,28.57,64,256,295.14
2025-06-01 09:00:00,3,2,3.72,7.59,64,256,177.6
2025-06-01 09:00:00,4,5,12.73,15.7,64,256,230.36
2025-06-01 09:00:00,5,2,4.97,8.8,64,256,178.71
2025-06-01 09:00:00,6,7,17.95,28.46,64,256,271.72
2025-06-01 09:00:00,7,9,26.16,37.17,64,256,333.02
2025-06-01 09:00:00,8,7,15.83,21.32,64,256,259.12
2025-06-01 09:00:00,9,10,20.87,55.25,64,256,289.11
2025-06-01 09:00:00,10,4,11.25,12.64,64,256,230.33
2025-06-01 09:00:00,11,6,21.1,25.42,64,256,296.33
2025-06-01 09:00:00,12,4,11.38,19.19,64,256,226.76
2025-06-01 09:00:00,13,5,11.3,21.69,64,256,231.46
2025-06-01 09:00:00,14,4,7.63,12.27,64,256,200.76
2025-06-01 09:00:00,15,2,6.47,9.28,64,256,193.48
2025-06-01 09:00:00,16,2,6.36,9.54,64,256,200.24
2025-06-01 09:00:00,17,3,7.91,13.67,64,256,199.32
2025-06-01 09:00:00,18,2,4.84,8.88,64,256,180.53
2025-06-01 09:00:00,19,2,4.3,10.54,64,256,182.07
2025-06-01 10:00:00,0,6,17.32,20.45,64,256,276.72
2025-06-01 10:00:00,1,3,10.47,10.55,64,256,221.24
2025-06-01 10:00:00,2,10,21.4,46.28,64,256,299.75
2025-06-01 10:00:00,3,2,8.46,7.21,64,256,208.33
2025-06-01 10:00:00,4,5,14.78,21.38,64,256,247.69
2025-06-01 10:00:00,5,2,6.15,8.27,64,256,191.78
2025-06-01 10:00:00,6,7,18.73,27.73,64,256,284.87
2025-06-01 10:00:00,7,7,16.09,31.26,64,256,273.73
2025-06-01 10:00:00,8,7,17.89,27.03,64,256,280.37
2025-06-01 10:00:00,9,9,19.8,27.74,64,256,296.63
2025-06-01 10:00:00,10,4,10.97,17.28,64,256,229.43
2025-06-01 10:00:00,11,5,10.26,18.76,64,256,221.5
2025-06-01 10:00:00,12,4,11.46,18.88,64,256,234.49
2025-06-01 10:00:00,13,5,11.98,21.86,64,256,230.23
2025-06-01 10:00:00,14,5,13.04,17.99,64,256,242.59
2025-06-01 10:00:00,15,3,7.09,10.34,64,256,205.53
2025-06-01 10:00:00,16,3,8.41,9.77,64,256,213.78
2025-06-01 10:00:00,17,3,6.73,12.09,64,256,196.97
2025-06-01 10:00:00,18,2,1.63,8.41,64,256,164.32
2025-06-01 10:00:00,19,2,3.33,13.75,64,256,181.52
2025-06-01 11:00:00,0,5,8.59,24.14,64,256,216.73
2025-06-01 11:00:00,1,3,4.99,12.11,64,256,180.44
2025-06-01 11:00:00,2,8,20.54,37.44,64,256,286.72
2025-06-01 11:00:00,3,2,5.9,7.39,64,256,181.17
2025-06-01 11:00:00,4,5,14.11,16.83,64,256,249.08
2025-06-01 11:00:00,5,2,4.75,7.37,64,256,188.07
2025-06-01 11:00:00,6,6,14.71,20.78,64,256,256.36
2025-06-01 11:00:00,7,9,24.48,30.31,64,256,325.39
2025-06-01 11:00:00,8,7,13.53,28.58,64,256,245.18
2025-06-01 11:00:00,9,10,25.94,40.15,64,256,338.06
2025-06-01 11:00:00,10,5,11.22,25.16,64,256,225.21
2025-06-01 11:00:00,11,5,14.29,18.53,64,256,248.93
2025-06-01 11:00:00,12,4,12.95,15.89,64,256,240.27
2025-06-01 11:00:00,13,5,10.45,16.59,64,256,218.42
2025-06-01 11:00:00,14,5,13.99,20.23,64,256,249.42
2025-06-01 11:00:00,15,3,9.73,11.32,64,256,217.73
2025-06-01 11:00:00,16,2,6.82,6.54,64,256,207.75
2025-06-01 11:00:00,17,3,10.39,10.95,64,256,232.42
2025-06-01 11:00:00,18,2,5.65,12.83,64,256,185.56
2025-06-01 11:00:00,19,2,4.75,6.65,64,256,186.58
2025-06-01 12:00:00,0,6,14.75,27.16,64,256,246.38
2025-06-01 12:00:00,1,2,3.3,7.36,64,256,173.36
2025-06-01 12:00:00,2,10,27.44,33.24,64,256,341.32
2025-06-01 12:00:00,3,2,3.3,11.26,64,256,179.65
2025-06-01 12:00:00,4,5,14.48,7.08,64,256,247.42
2025-06-01 12:00:00,5,2,5.21,8.12,64,256,193.63
2025-06-01 12:00:00,6,7,21.11,37.33,64,256,301.34
2025-06-01 12:00:00,7,6,15.8,24.14,64,256,267.15
2025-06-01 12:00:00,8,6,19.67,23.81,64,256,286.18
2025-06-01 12:00:00,9,10,28.47,37.66,64,256,348.56
2025-06-01 12:00:00,10,5,8.29,16.51,64,256,211.23
2025-06-01 12:00:00,11,6,16.62,25.52,64,256,273.47
2025-06-01 12:00:00,12,2,2.74,4.33,64,256,170.36
2025-06-01 12:00:00,13,5,13.02,19.8,64,256,239.07
2025-06-01 12:00:00,14,6,16.31,19.55,64,256,267.53
2025-06-01 12:00:00,15,3,9.44,18.69,64,256,211.34
2025-06-01 12:00:00,16,2,6.59,8.9,64,256,198.27
2025-06-01 12:00:00,17,1,2.31,6.2,64,256,172.15
2025-06-01 12:00:00,18,2,4.73,10.55,64,256,178.94
2025-06-01 12:00:00,19,2,4.4,9.86,64,256,179.62
2025-06-01 13:00:00,0,5,15.1,18.96,64,256,254.37
2025-06-01 13:00:00,1,3,6.78,11.84,64,256,194.38
2025-06-01 13:00:00,2,10,27.34,26.68,64,256,337.03
2025-06-01 13:00:00,3,2,4.22,14.92,64,256,173.58
2025-06-01 13:00:00,4,4,11.99,17.09,64,256,235.72
2025-06-01 13:00:00,5,2,6.87,8.03,64,256,195.13
2025-06-01 13:00:00,6,7,19.99,23.97,64,256,285.27
2025-06-01 13:00:00,7,9,20.79,31.49,64,256,295.52
2025-06-01 13:00:00,8,7,16.64,32.86,64,256,264.7
2025-06-01 13:00:00,9,9,22.97,34.56,64,256,305.16
2025-06-01 13:00:00,10,4,13.79,18.76,64,256,246.85
2025-06-01 13:00:00,11,5,14.75,26.07,64,256,248.91
2025-06-01 13:00:00,12,4,10.09,11.78,64,256,224.47
2025-06-01 13:00:00,13,5,14.06,14.9,64,256,245.18
2025-06-01 13:00:00,14,5,11.29,17.9,64,256,242.28
2025-06-01 13:00:00,15,3,7.24,11.16,64,256,201.81
2025-06-01 13:00:00,16,3,7.12,12.94,64,256,197.52
2025-06-01 13:00:00,17,3,7.87,8.14,64,256,204.79
2025-06-01 13:00:00,18,2,5.69,8.0,64,256,190.61
2025-06-01 13:00:00,19,2,2.65,4.84,64,256,172.89
2025-06-01 14:00:00,0,6,12.63,15.36,64,256,240.8
2025-06-01 14:00:00,1,3,4.5,13.78,64,256,178.38
2025-06-01 14:00:00,2,10,30.01,34.98,64,256,366.93
2025-06-01 14:00:00,3,2,3.09,8.97,64,256,171.54
2025-06-01 14:00:00,4,5,10.22,27.13,64,256,226.07
2025-06-01 14:00:00,5,2,6.43,7.1,64,256,197.13
2025-06-01 14:00:00,6,5,16.06,14.73,64,256,260.5
2025-06-01 14:00:00,7,8,16.52,28.75,64,256,268.61
2025-06-01 14:00:00,8,6,13.96,32.03,64,256,233.96
2025-06-01 14:00:00,9,9,23.25,33.11,64,256,315.56
2025-06-01 14:00:00,10,4,9.31,13.08,64,256,212.44
2025-06-01 14:00:00,11,6,14.93,23.34,64,256,257.26
2025-06-01 14:00:00,12,3,7.68,14.06,64,256,209.7
2025-06-01 14:00:00,13,5,15.86,19.87,64,256,274.04
2025-06-01 14:00:00,14,6,14.6,31.03,64,256,238.78
2025-06-01 14:00:00,15,1,2.74,5.82,64,256,163.69
2025-06-01 14:00:00,16,3,8.88,16.66,64,256,220.53
2025-06-01 14:00:00,17,3,9.97,12.58,64,256,222.77
2025-06-01 14:00:00,18,2,3.63,7.44,64,256,178.0
2025-06-01 14:00:00,19,1,3.09,3.8,64,256,168.06
2025-06-01 15:00:00,0,4,11.6,19.58,64,256,230.27
2025-06-01 15:00:00,1,3,7.52,10.27,64,256,198.68
2025-06-01 15:00:00,2,7,19.26,26.35,64,256,285.29
2025-06-01 15:00:00,3,2,7.71,8.1,64,256,210.38
2025-06-01 15:00:00,4,5,14.04,24.57,64,256,245.27
2025-06-01 15:00:00,5,2,4.63,5.11,64,256,179.6
2025-06-01 15:00:00,6,6,15.45,28.26,64,256,249.28
2025-06-01 15:00:00,7,8,19.36,31.24,64,256,287.43
2025-06-01 15:00:00,8,7,21.89,41.69,64,256,309.44
2025-06-01 15:00:00,9,8,18.4,38.95,64,256,281.34
2025-06-01 15:00:00,10,4,9.35,15.08,64,256,211.22
2025-06-01 15:00:00,11,4,9.07,15.38,64,256,212.07
2025-06-01 15:00:00,12,4,11.83,19.96,64,256,232.68
2025-06-01 15:00:00,13,5,11.61,25.57,64,256,223.01
2025-06-01 15:00:00,14,5,16.18,17.81,64,256,272.34
2025-06-01 15:00:00,15,3,7.84,9.75,64,256,191.49
2025-06-01 15:00:00,16,3,5.51,10.65,64,256,175.6
2025-06-01 15:00:00,17,2,5.29,5.95,64,256,183.93
2025-06-01 15:00:00,18,2,4.01,9.4,64,256,178.73
2025-06-01 15:00:00,19,2,4.23,9.0,64,256,172.85
2025-06-01 16:00:00,0,6,12.49,13.57,64,256,233.61
2025-06-01 16:00:00,1,3,6.54,11.25,64,256,196.42
2025-06-01 16:00:00,2,9,19.73,30.18,64,256,286.99
2025-06-01 16:00:00,3,2,5.01,7.42,64,256,185.04
2025-06-01 16:00:00,4,5,12.28,20.64,64,256,239.35
2025-06-01 16:00:00,5,2,5.44,7.53,64,256,197.37
2025-06-01 16:00:00,6,7,21.34,19.5,64,256,309.41
2025-06-01 16:00:00,7,9,20.38,37.21,64,256,294.69
2025-06-01 16:00:00,8,7,18.68,25.87,64,256,280.84
2025-06-01 16:00:00,9,10,28.38,46.56,64,256,348.33
2025-06-01 16:00:00,10,5,13.91,18.13,64,256,249.85
2025-06-01 16:00:00,11,6,15.23,25.56,64,256,265.79
2025-06-01 16:00:00,12,3,6.24,9.07,64,256,189.52
2025-06-01 16:00:00,13,4,8.25,12.63,64,256,207.09
2025-06-01 16:00:00,14,6,13.93,28.76,64,256,250.71
2025-06-01 16:00:00,15,2,4.11,6.74,64,256,174.9
2025-06-01 16:00:00,16,2,5.71,2.61,64,256,191.71
2025-06-01 16:00:00,17,3,7.89,18.93,64,256,205.62
2025-06-01 16:00:00,18,1,3.16,6.63,64,256,163.95
2025-06-01 16:00:00,19,2,5.29,7.36,64,256,186.02
2025-06-01 17:00:00,0,5,17.56,25.74,64,256,269.7
2025-06-01 17:00:00,1,3,9.68,9.81,64,256,218.53
2025-06-01 17:00:00,2,10,27.6,33.85,64,256,343.65
2025-06-01 17:00:00,3,2,6.13,10.92,64,256,191.82
2025-06-01 17:00:00,4,5,15.11,15.3,64,256,254.99
2025-06-01 17:00:00,5,1,2.12,2.27,64,256,165.23
2025-06-01 17:00:00,6,7,13.31,26.48,64,256,248.13
2025-06-01 17:00:00,7,8,15.32,35.81,64,256,256.55
2025-06-01 17:00:00,8,5,12.54,12.44,64,256,240.08
2025-06-01 17:00:00,9,8,20.18,35.08,64,256,293.25
2025-06-01 17:00:00,10,5,10.57,29.93,64,256,225.56
2025-06-01 17:00:00,11,6,14.43,20.57,64,256,258.03
2025-06-01 17:00:00,12,4,11.72,17.19,64,256,227.14
2025-06-01 17:00:00,13,4,9.82,19.22,64,256,216.6
2025-06-01 17:00:00,14,6,17.96,28.81,64,256,274.23
2025-06-01 17:00:00,15,3,6.05,11.78,64,256,187.76
2025-06-01 17:00:00,16,3,9.65,9.67,64,256,206.59
2025-06-01 17:00:00,17,3,8.57,12.09,64,256,212.05
2025-06-01 17:00:00,18,2,1.73,9.64,64,256,159.78
2025-06-01 17:00:00,19,2,5.27,6.93,64,256,185.62
2025-06-01 18:00:00,0,6,15.58,27.75,64,256,260.85
2025-06-01 18:00:00,1,2,3.77,4.09,64,256,174.7
2025-06-01 18:00:00,2,10,28.04,45.48,64,256,346.17
2025-06-01 18:00:00,3,2,4.99,9.79,64,256,187.84
2025-06-01 18:00:00,4,5,11.07,16.75,64,256,229.66
2025-06-01 18:00:00,5,2,6.44,8.8,64,256,190.96
2025-06-01 18:00:00,6,7,19.76,24.94,64,256,285.63
2025-06-01 18:00:00,7,7,17.29,33.1,64,256,271.0
2025-06-01 18:00:00,8,7,15.56,35.71,64,256,261.53
2025-06-01 18:00:00,9,9,21.1,37.59,64,256,294.53
2025-06-01 18:00:00,10,4,11.1,18.0,64,256,218.26
2025-06-01 18:00:00,11,6,20.3,18.95,64,256,285.65
2025-06-01 18:00:00,12,4,9.49,21.55,64,256,220.01
2025-06-01 18:00:00,13,3,8.19,10.08,64,256,203.78
2025-06-01 18:00:00,14,5,12.45,20.92,64,256,238.82
2025-06-01 18:00:00,15,3,8.07,15.98,64,256,198.14
2025-06-01 18:00:00,16,3,7.77,11.32,64,256,210.56
2025-06-01 18:00:00,17,3,9.21,16.7,64,256,215.64
2025-06-01 18:00:00,18,2,7.17,6.84,64,256,207.55
2025-06-01 18:00:00,19,2,5.94,8.35,64,256,190.18
2025-06-01 19:00:00,0,6,14.0,25.67,64,256,241.83
2025-06-01 19:00:00,1,3,6.39,12.04,64,256,199.57
2025-06-01 19:00:00,2,7,19.89,28.93,64,256,288.1
2025-06-01 19:00:00,3,2,3.63,10.93,64,256,178.04
2025-06-01 19:00:00,4,5,9.18,12.62,64,256,221.95
2025-06-01 19:00:00,5,2,5.7,10.3,64,256,193.28
2025-06-01 19:00:00,6,5,10.69,18.59,64,256,222.85
2025-06-01 19:00:00,7,9,27.08,42.01,64,256,334.69
2025-06-01 19:00:00,8,7,17.49,28.85,64,256,268.48
2025-06-01 19:00:00,9,9,17.38,37.92,64,256,277.32
2025-06-01 19:00:00,10,5,10.74,19.1,64,256,226.31
2025-06-01 19:00:00,11,6,15.72,24.96,64,256,255.87
2025-06-01 19:00:00,12,3,10.36,8.07,64,256,214.21
2025-06-01 19:00:00,13,4,11.72,18.71,64,256,228.65
2025-06-01 19:00:00,14,4,11.67,15.44,64,256,233.92
2025-06-01 19:00:00,15,3,7.78,14.58,64,256,199.37
2025-06-01 19:00:00,16,3,7.75,12.89,64,256,201.79
2025-06-01 19:00:00,17,3,8.29,10.8,64,256,207.15
2025-06-01 19:00:00,18,2,6.74,7.02,64,256,193.14
2025-06-01 19:00:00,19,2,5.34,10.72,64,256,185.64
2025-06-01 20:00:00,0,6,15.08,25.63,64,256,265.02
2025-06-01 20:00:00,1,2,4.57,5.51,64,256,181.91
2025-06-01 20:00:00,2,10,27.95,45.66,64,256,339.2
2025-06-01 20:00:00,3,2,5.69,11.12,64,256,182.21
2025-06-01 20:00:00,4,5,11.38,22.88,64,256,229.76
2025-06-01 20:00:00,5,1,3.97,4.57,64,256,172.82
2025-06-01 20:00:00,6,7,17.31,32.32,64,256,276.48
2025-06-01 20:00:00,7,8,15.6,33.98,64,256,268.8
2025-06-01 20:00:00,8,7,14.03,23.46,64,256,247.97
2025-06-01 20:00:00,9,10,25.04,36.63,64,256,322.42
2025-06-01 20:00:00,10,4,9.46,9.96,64,256,216.08
2025-06-01 20:00:00,11,6,15.82,28.59,64,256,255.78
2025-06-01 20:00:00,12,3,9.1,13.22,64,256,217.55
2025-06-01 20:00:00,13,4,6.52,12.9,64,256,196.32
2025-06-01 20:00:00,14,5,13.45,28.19,64,256,250.21
2025-06-01 20:00:00,15,2,6.27,8.84,64,256,199.34
2025-06-01 20:00:00,16,3,10.16,13.29,64,256,223.79
2025-06-01 20:00:00,17,3,8.0,9.93,64,256,203.37
2025-06-01 20:00:00,18,2,6.35,6.63,64,256,191.82
2025-06-01 20:00:00,19,1,2.67,4.14,64,256,172.25
2025-06-01 21:00:00,0,5,15.27,15.23,64,256,253.86
